,user_id,policy_id,rating,timestamp
189,35,5,3,16338323
190,35,6,5,18999164
191,35,7,4,21079526
192,36,1,4,21416794
193,36,2,2,20968354
194,37,1,2,18425583
195,37,2,4,17038966
196,37,3,1,18620268
197,37,4,3,13999094
198,37,5,4,17876875
199,37,6,2,19048931
200,37,7,3,16142183
201,37,8,2,19306010
202,37,9,2,12367711
203,37,10,2,16417006
204,38,1,4,20824511
205,38,2,4,15898713
206,38,3,5,17849191
207,38,4,2,20655532
208,38,5,4,13019209
209,38,6,5,16644024
210,38,7,1,18938660
211,38,8,5,21062263
212,38,9,2,18413196
213,39,1,3,12953691
214,39,2,4,12592475
215,39,3,4,15298322
216,39,4,2,15496821
217,39,5,4,21211300
218,40,1,3,14767908
219,41,1,4,20398943
220,41,2,2,13984545
221,41,3,2,12798023
222,41,4,2,16781415
223,42,1,1,19489593
224,42,2,3,21959666
225,42,3,2,19939584
226,42,4,3,12377198
227,42,5,5,15660808
228,42,6,4,14108281
229,42,7,3,17041552
230,42,8,3,17586962
231,42,9,4,20393440
232,43,1,4,20868475
233,44,1,1,19047135
234,45,1,2,13235984
235,45,2,4,16812126
236,45,3,3,20986439
237,45,4,5,16636647
238,45,5,3,13048857
239,46,1,4,22301650
240,47,1,5,14948929
241,47,2,2,12742826
242,47,3,5,19528700
243,47,4,3,17084020
244,47,5,4,14858247
245,48,1,4,17838075
246,48,2,4,21998614
247,48,3,2,12760712
248,48,4,5,18223825
249,48,5,1,15526676
250,49,1,2,15057703
251,49,2,1,12474334
252,49,3,5,14498161
253,49,4,1,21112576
254,49,5,4,16999484
255,49,6,2,17471341
256,49,7,4,16149970
257,50,1,4,13773359
258,50,2,5,17729470
259,51,1,4,12402686
260,51,2,1,21567307
261,51,3,4,17860520
262,51,4,2,20771533
263,51,5,5,13821878
264,51,6,3,14602505
265,51,7,2,16407070
266,51,8,3,21514987
267,51,9,3,13694678
268,52,1,2,13429777
269,52,2,4,18856765
270,52,3,2,13104393
271,52,4,2,19231915
272,52,5,5,13419488
273,52,6,5,19543312
274,52,7,1,16145264
275,52,8,1,15043212
276,52,9,3,16522652
277,52,10,4,17925041
278,53,1,3,12994934
279,53,2,1,15858106
280,53,3,4,14253853
281,54,1,1,16529284
282,54,2,1,20017011
283,54,3,3,14041311
284,54,4,1,20379808
285,54,5,2,16260308
286,54,6,5,16501375
287,54,7,2,18617223
288,55,1,4,13414013
289,55,2,4,18379367
290,55,3,4,16208262
291,55,4,3,16514763
292,55,5,5,22066769
293,55,6,2,20226139
294,55,7,1,21913838
295,55,8,1,21708165
296,56,1,4,20320838
297,56,2,3,16067896
298,56,3,4,13465340
299,57,1,4,14086770
300,57,2,2,16465211
301,57,3,1,16624333
302,58,1,2,18964070
303,58,2,4,17707321
304,58,3,1,15607172
305,58,4,4,14475485
306,58,5,4,20074902
307,58,6,1,21107664
308,58,7,4,18155029
309,58,8,5,16673604
310,58,9,5,14701841
311,58,10,2,18808476
312,59,1,2,15113174
313,59,2,2,22169026
314,59,3,3,22300340
315,59,4,3,20367256
316,60,1,1,18556345
317,60,2,3,20177967
318,60,3,2,12616938
319,60,4,3,21376707
320,60,5,2,13697793
321,60,6,1,18889395
322,61,1,2,21166721
323,61,2,5,20296265
324,61,3,4,22268578
325,61,4,1,16447482
326,61,5,1,21255516
327,62,1,1,18410401
328,62,2,1,12697692
329,62,3,4,12414614
330,62,4,3,16774331
331,62,5,3,15254392
332,62,6,3,14863756
333,62,7,1,13055669
334,62,8,2,17214615
335,62,9,5,17147696
336,63,1,5,14709967
337,63,2,3,14704720
338,63,3,4,17289421
339,63,4,4,18090945
340,63,5,4,15775986
341,63,6,3,12430865
342,63,7,1,21449386
343,63,8,2,14789577
344,63,9,2,15150611
345,64,1,1,21956835
346,64,2,1,18581342
347,64,3,4,17525401
348,64,4,2,17793622
349,64,5,1,16510276
350,64,6,4,20066505
351,64,7,1,16243877
352,65,1,3,18527414
353,65,2,1,22328046
354,65,3,1,19308169
355,66,1,5,14828942
356,66,2,4,14334668
357,66,3,3,15655885
358,66,4,5,18523700
359,66,5,4,16567386
360,66,6,5,14598022
361,66,7,2,19696224
362,67,1,5,14962046
363,67,2,5,19872455
364,67,3,2,19819296
365,67,4,2,17375458
366,67,5,1,16237756
367,67,6,4,13268090
368,67,7,4,18662864
369,67,8,4,12549172
370,67,9,4,18290880
371,68,1,3,14406994
372,68,2,1,16455420
373,68,3,4,20642221
374,68,4,3,18996630
375,68,5,5,18802979
376,68,6,2,18758425
377,68,7,5,14285252
378,68,8,2,19285303
379,68,9,1,16666088
380,68,10,4,19859858
381,69,1,4,22340503
382,69,2,1,20512640
383,69,3,2,14032539
384,70,1,2,18802838
385,70,2,5,16001458
386,70,3,3,13426787
387,70,4,2,20917654
388,70,5,1,13254071
389,70,6,3,17585432
390,70,7,3,13556015
391,70,8,3,20167768
392,70,9,3,13224632
393,70,10,3,19396201
394,71,1,1,19441334
395,71,2,4,14066455
396,71,3,4,19864963
397,71,4,3,21710248
398,71,5,5,20509818
399,71,6,5,13332552
400,72,1,5,17544025
401,73,1,5,21015246
402,73,2,2,22289055
403,73,3,2,16468865
404,73,4,3,12804432
405,73,5,4,17214692
406,74,1,1,20170884
407,75,1,3,17054220
408,75,2,1,19893377
409,75,3,3,14121553
410,75,4,5,21772939
411,75,5,3,20652379
412,75,6,1,15758781
413,75,7,3,16713113
414,75,8,3,20849441
415,75,9,3,18642232
416,76,1,2,18553411
417,76,2,4,18076392
418,76,3,5,12781489
419,76,4,2,20334146
420,76,5,2,17422628
421,77,1,1,21927133
422,77,2,4,14778111
423,78,1,5,14208525
424,78,2,2,13086897
425,78,3,2,14717517
426,78,4,5,14923597
427,78,5,5,13822202
428,78,6,5,19955140
429,78,7,1,12603933
430,79,1,3,14101199
431,79,2,4,20931144
432,79,3,2,17885448
433,79,4,4,13329141
434,79,5,2,17874034
435,79,6,1,18700846
436,79,7,1,20080015
437,79,8,3,20159715
438,79,9,2,13764712
439,79,10,5,17624855
440,80,1,3,16560198
441,80,2,3,16514896
442,80,3,5,15101463
443,80,4,4,17001507
444,80,5,4,16002410
445,80,6,3,21657441
446,80,7,5,20743436
447,81,1,5,19418419
448,81,2,1,15863370
449,81,3,4,21483854
450,81,4,5,19862737
451,81,5,5,16194534
452,82,1,2,17126714
453,82,2,5,20221869
454,82,3,4,13016728
455,82,4,1,15840566
456,82,5,1,21222780
457,82,6,5,22132900
458,82,7,1,21955766
459,82,8,1,15294709
460,82,9,2,13472136
461,83,1,3,13036342
462,83,2,5,17743870
463,83,3,4,16471470
464,83,4,1,21006060
465,84,1,3,14657838
466,84,2,3,22155520
467,84,3,2,21734038
468,84,4,3,17669492
469,85,1,3,17866245
470,86,1,4,21754049
471,86,2,4,18539038
472,86,3,3,17130639
473,86,4,5,13361408
474,86,5,4,19816497
475,86,6,2,21273928
476,86,7,3,18540703
477,86,8,2,17896094
478,87,1,1,15872123
479,87,2,3,18840649
480,88,1,5,19506380
481,88,2,3,12443783
482,88,3,2,13270271
483,88,4,3,19635800
484,88,5,3,18125176
485,88,6,2,19201397
486,89,1,3,19218385
487,89,2,5,13730161
488,89,3,2,20360635
489,90,1,4,14374489
490,90,2,3,21224592
491,90,3,4,21798913
492,91,1,3,18158309
493,91,2,3,14496491
494,91,3,2,13650739
495,91,4,2,14239904
496,91,5,4,21873167
497,91,6,4,12544827
498,91,7,4,14651583
499,92,1,5,16332251
500,92,2,2,13880796
501,93,1,1,21361836
502,93,2,1,20083107
503,93,3,3,13753606
504,93,4,1,16274740
505,93,5,3,16110259
506,93,6,3,19412913
507,94,1,5,17203983
508,94,2,4,13642598
509,94,3,4,13966228
510,94,4,3,16610013
511,94,5,3,14613084
512,94,6,4,18188596
513,95,1,5,21024620
514,95,2,5,12955663
515,95,3,3,14117179
516,95,4,2,14874095
517,95,5,2,17130699
518,95,6,2,17370576
519,95,7,2,16661905
520,95,8,2,12633486
521,95,9,2,16429728
522,95,10,2,15552622
523,96,1,3,13671989
524,96,2,1,22204058
525,96,3,2,13705085
526,96,4,3,19988525
527,96,5,5,15289448
528,96,6,1,20177494
529,97,1,5,19420843
530,97,2,2,21563417
531,97,3,5,14625020
532,97,4,2,20168197
533,97,5,4,17985562
534,98,1,1,15299253
535,99,1,2,15098107
536,99,2,2,12389841
537,100,1,2,13011316
538,100,2,5,15631138
539,100,3,5,13926546
540,100,4,5,20040937
541,100,5,2,17809269
542,100,6,4,13992923
543,100,7,3,16957512
544,101,1,5,18370167
545,101,2,3,17024129
546,101,3,3,19409043
547,101,4,1,21808701
548,101,5,5,19235716
549,101,6,3,18484712
550,102,1,4,16315599
551,102,2,2,15043939
552,102,3,3,21593418
553,102,4,2,14451951
554,102,5,4,20506377
555,103,1,2,21754502
556,103,2,1,19701264
557,103,3,5,16639703
558,103,4,4,21364974
559,103,5,5,19502222
560,103,6,2,12917623
561,103,7,2,17021115
562,103,8,4,19851958
563,103,9,3,22107462
564,104,1,2,18172738
565,104,2,5,16365597
566,104,3,3,13573020
567,104,4,2,18535012
568,104,5,3,12383524
569,104,6,3,19953579
570,104,7,1,16506066
571,104,8,1,16915036
572,105,1,2,14410318
573,105,2,1,21127108
574,105,3,5,16537815
575,106,1,3,17676421
576,106,2,2,17301333
577,106,3,3,12761526
578,106,4,3,17084542
579,106,5,1,13485249
580,106,6,1,22218101
581,107,1,5,13416275
582,107,2,2,14353370
583,107,3,2,18094802
584,107,4,5,14780416
585,107,5,1,14101547
586,107,6,2,19616990
587,107,7,3,16737399
588,108,1,5,19417288
589,108,2,2,22075882
590,108,3,2,13081576
591,108,4,1,18331274
592,108,5,4,16013303
593,109,1,3,13027503
594,109,2,1,16003049
595,109,3,3,21863383
596,109,4,2,18967537
597,110,1,1,17846982
598,110,2,5,20113421
599,110,3,3,14306619
600,110,4,1,13694829
601,110,5,4,22177864
602,110,6,1,17970614
603,110,7,5,16620385
604,110,8,1,14407991
605,110,9,4,18846646
606,110,10,4,19436761
607,111,1,2,21516811
608,111,2,3,14670613
609,111,3,5,15880049
610,111,4,5,22027518
611,112,1,3,14841521
612,113,1,2,20609030
613,113,2,1,15080283
614,113,3,1,15065777
615,113,4,2,19564276
616,113,5,4,20290026
617,113,6,1,16233930
618,113,7,2,13382069
619,113,8,5,13207652
620,113,9,2,17826119
621,113,10,1,20865668
622,114,1,5,13447451
623,114,2,4,22178547
624,114,3,1,17515029
625,115,1,4,17905050
626,115,2,4,22248738
627,115,3,3,14908384
628,115,4,2,16297240
629,115,5,3,16470941
630,115,6,5,12525902
631,115,7,4,20791467
632,116,1,2,20199207
633,116,2,2,16604492
634,116,3,4,22076228
635,117,1,2,21562601
636,117,2,5,17713806
637,117,3,5,21382367
638,117,4,5,17636774
639,117,5,4,12345989
640,117,6,3,17289186
641,117,7,5,12667690
642,117,8,3,22117430
643,117,9,2,15222953
644,117,10,1,14417911
645,118,1,4,17584200
646,118,2,5,18414618
647,118,3,2,21147873
648,118,4,1,16025294
649,118,5,3,13259395
650,119,1,1,19682378
651,119,2,2,21664862
652,119,3,2,20640268
653,119,4,4,14102543
654,119,5,4,19149869
655,119,6,4,14068762
656,119,7,1,17143476
657,119,8,4,16468818
658,120,1,4,19057265
659,120,2,1,16945587
660,120,3,4,21375921
661,121,1,4,19484291
662,121,2,5,21674618
663,121,3,3,20968163
664,121,4,2,19527786
665,122,1,3,17191328
666,122,2,4,15888100
667,122,3,5,22275281
668,122,4,3,14675949
669,122,5,1,16388864
670,122,6,5,20050113
671,122,7,1,18806787
672,122,8,3,14670131
673,123,1,3,16174728
674,123,2,2,16495970
675,123,3,3,21083478
676,123,4,3,17687707
677,123,5,1,19814877
678,123,6,1,20839895
679,123,7,2,17178710
680,123,8,3,16877336
681,123,9,4,12893270
682,124,1,4,13279168
683,124,2,1,19823318
684,124,3,5,15084262
685,124,4,4,18440566
686,124,5,3,13482000
687,124,6,4,21765703
688,124,7,2,14944563
689,124,8,3,13404358
690,125,1,1,19743669
691,125,2,1,13486067
692,125,3,5,19890408
693,125,4,2,15218924
694,126,1,1,17723464
695,126,2,3,15626578
696,126,3,5,17687800
697,126,4,4,17720476
698,126,5,2,21006474
699,126,6,5,15316935
700,126,7,5,19029240
701,126,8,4,12950093
702,126,9,5,16515121
703,126,10,2,18199061
704,127,1,3,20149113
705,127,2,5,18688997
706,127,3,1,13712130
707,127,4,2,16967334
708,127,5,1,18776177
709,127,6,1,14880694
710,127,7,2,18516627
711,127,8,1,13466149
712,127,9,1,14833623
713,128,1,3,16457667
714,128,2,1,21892795
715,128,3,1,21877285
716,128,4,3,18819350
717,128,5,1,15151667
718,128,6,2,20627394
719,128,7,4,17129127
720,129,1,1,14827655
721,129,2,5,15981385
722,129,3,5,15296144
723,129,4,3,14369833
724,129,5,2,20766343
725,129,6,3,13788253
726,129,7,3,17130211
727,129,8,2,18674616
728,129,9,3,14779316
729,129,10,1,16767691
730,130,1,5,12514994
731,130,2,5,20848126
732,130,3,3,22311380
733,130,4,3,20432525
734,130,5,4,15256990
735,130,6,1,15713695
736,130,7,4,18450950
737,130,8,5,20056406
738,130,9,3,18358691
739,130,10,1,18173468
740,131,1,1,17785471
741,131,2,4,21575497
742,131,3,4,21880915
743,131,4,5,16267964
744,131,5,5,21935812
745,131,6,2,21436220
746,131,7,1,17690713
747,131,8,2,17982566
748,131,9,2,20671258
749,132,1,5,19401687
750,132,2,5,14837545
751,132,3,3,15667465
752,132,4,4,13401053
753,132,5,3,20198182
754,132,6,5,15807850
755,132,7,4,20904456
756,132,8,5,21529130
757,133,1,2,13363447
758,133,2,4,16503343
759,133,3,3,12633506
760,133,4,5,13794470
761,133,5,3,20052131
762,133,6,1,14406223
763,133,7,2,19744777
764,133,8,4,18163118
765,133,9,5,16444897
766,134,1,3,12371275
767,134,2,2,13562658
768,134,3,5,16729809
769,134,4,5,16408965
770,134,5,1,18446015
771,134,6,2,14455628
772,134,7,2,21468977
773,134,8,3,14323172
774,135,1,2,15543148
775,135,2,2,20527835
776,135,3,5,13093975
777,135,4,4,15968067
778,135,5,5,15929754
779,135,6,2,16934405
780,136,1,4,15289131
781,136,2,1,22290814
782,137,1,2,15126496
783,138,1,2,21611045
784,138,2,4,14773900
785,138,3,3,18779497
786,138,4,5,13142300
787,138,5,4,21958109
788,138,6,3,13522820
789,138,7,5,15131612
790,139,1,2,21818778
791,140,1,5,18590695
792,140,2,5,20750566
793,140,3,2,20460835
794,140,4,4,16392491
795,140,5,4,20318225
796,140,6,2,21307357
797,140,7,2,15213280
798,140,8,2,14925648
799,141,1,3,14761503
800,141,2,5,21771971
801,142,1,4,17062280
802,142,2,3,16966394
803,142,3,4,13924487
804,142,4,1,15175023
805,142,5,5,13019952
806,142,6,1,20191794
807,143,1,2,13191819
808,143,2,3,20196571
809,143,3,3,12670269
810,143,4,3,13539824
811,143,5,3,13227558
812,143,6,3,16471838
813,143,7,5,20381504
814,143,8,5,18312240
815,143,9,3,12618871
816,144,1,4,13709635
817,144,2,3,16393219
818,144,3,3,16542567
819,144,4,5,22110603
820,144,5,1,12599263
821,144,6,2,20058849
822,144,7,5,20247396
823,145,1,2,20128298
824,145,2,3,21928332
825,145,3,1,16579119
826,145,4,4,19133213
827,146,1,1,19749658
828,146,2,1,21004682
829,146,3,1,15354047
830,146,4,4,13150511
831,146,5,5,22168452
832,146,6,4,20847112
833,146,7,3,13453900
834,146,8,1,20531623
835,146,9,3,20108116
836,146,10,5,20168395
837,147,1,1,18613034
838,147,2,1,13650337
839,147,3,3,19834324
840,147,4,1,12575760
841,147,5,5,18946125
842,147,6,5,12678400
843,148,1,4,18814123
844,148,2,4,21095444
845,148,3,5,16065402
846,148,4,5,21059187
847,148,5,5,13732584
848,148,6,5,20202714
849,148,7,3,15377027
850,149,1,1,19594327
851,149,2,4,18848214
852,149,3,1,17223837
853,149,4,4,17786452
854,150,1,4,19765491
855,150,2,1,21899768
856,150,3,3,15869214
857,150,4,2,18977100
858,150,5,2,13388922
859,151,1,5,16298006
860,151,2,1,16322472
861,151,3,4,19749257
862,151,4,2,15867764
863,151,5,5,19974590
864,151,6,1,12525880
865,151,7,3,16485384
866,151,8,3,15344307
867,151,9,3,19441513
868,152,1,2,17837772
869,152,2,4,18706820
870,152,3,1,16833836
871,153,1,4,20755412
872,153,2,5,15638588
873,154,1,4,13894799
874,154,2,3,12383921
875,154,3,2,17382012
876,154,4,1,14240213
877,154,5,1,13264754
878,154,6,1,20715899
879,154,7,3,16986094
880,154,8,1,13071927
881,155,1,4,21561593
882,155,2,2,20564468
883,155,3,5,21360502
884,155,4,3,16625720
885,155,5,4,20769406
886,155,6,1,21775518
887,156,1,4,13774518
888,157,1,3,17012933
889,157,2,4,14231910
890,157,3,2,19868378
891,157,4,3,18771124
892,157,5,4,21780874
893,157,6,3,13401869
894,157,7,2,21361000
895,157,8,5,16277012
896,158,1,1,17890188
897,158,2,1,16197280
898,158,3,2,13448889
899,158,4,3,21906395
900,158,5,4,13764322
901,158,6,5,18211416
902,158,7,3,14261572
903,158,8,5,21772888
904,159,1,3,14295449
905,159,2,4,21981874
906,159,3,3,14698643
907,159,4,4,21391409
908,159,5,4,18189871
909,159,6,5,18711922
910,159,7,5,21502711
911,159,8,1,14885132
912,159,9,4,12939292
913,160,1,4,13279685
914,160,2,3,22344745
915,160,3,2,15109189
916,160,4,1,19674304
917,160,5,5,16967112
918,160,6,5,20119518
919,160,7,5,20760889
920,161,1,3,20186645
921,161,2,5,13201794
922,161,3,3,22259495
923,161,4,4,17013406
924,161,5,4,22027847
925,161,6,5,21355213
926,161,7,4,16892384
927,162,1,4,12374197
928,162,2,1,18151432
929,162,3,5,13735705
930,162,4,1,19188236
931,162,5,4,21486793
932,162,6,3,12583587
933,162,7,2,20514057
934,162,8,3,17293749
935,163,1,4,15651129
936,163,2,3,21895652
937,163,3,5,12952673
938,163,4,3,14627809
939,163,5,4,12549173
940,163,6,4,12920726
941,163,7,4,16234516
942,164,1,4,13136629
943,164,2,3,19236843
944,164,3,5,16560226
945,165,1,4,13103823
946,165,2,3,21355104
947,165,3,3,13838265
948,165,4,5,14783446
949,165,5,2,16765136
950,165,6,3,15789099
951,165,7,3,13880940
952,165,8,4,21556696
953,166,1,4,14551389
954,166,2,3,13589780
955,166,3,5,13474499
956,166,4,4,12598873
957,166,5,3,17873638
958,166,6,5,20494177
959,166,7,1,14589653
960,167,1,5,17529177
961,167,2,4,15622661
962,167,3,4,14874919
963,167,4,1,18715951
964,167,5,2,20265056
965,167,6,3,17519018
966,167,7,4,22034488
967,168,1,5,21646292
968,168,2,4,14336125
969,168,3,4,20378667
970,168,4,3,13396744
971,168,5,5,16693695
972,168,6,1,13742910
973,169,1,2,14062812
974,169,2,1,14383089
975,169,3,2,19945748
976,169,4,4,18456060
977,169,5,1,16540468
978,169,6,3,18687109
979,170,1,5,12942821
980,171,1,5,15327222
981,171,2,4,15818476
982,171,3,5,13456892
983,171,4,5,19603882
984,171,5,2,21367866
985,171,6,3,22118046
986,171,7,1,17114031
987,171,8,5,21328266
988,171,9,1,22154789
989,171,10,1,16367337
990,172,1,3,17920014
991,172,2,4,15289751
992,172,3,1,19101652
993,172,4,5,20390274
994,172,5,4,17496192
995,173,1,5,19962964
996,173,2,3,22273130
997,174,1,1,14120509
998,175,1,4,22321026
999,175,2,4,13470409
1000,175,3,1,15182537
1001,175,4,1,13996366
1002,175,5,5,15503068
1003,175,6,5,19768562
1004,175,7,2,17109012
1005,175,8,1,17554723
1006,175,9,4,15510167
1007,175,10,5,21191947
1008,176,1,3,13224540
1009,176,2,3,14802727
1010,176,3,1,15816392
1011,176,4,1,20022027
1012,176,5,3,16143922
1013,176,6,5,13203678
1014,176,7,1,21016672
1015,176,8,4,19559772
1016,177,1,2,15308383
1017,177,2,1,18999959
1018,177,3,5,21350343
1019,177,4,2,16575569
1020,177,5,1,22151159
1021,177,6,3,18984592
1022,177,7,3,20779643
1023,177,8,2,13821787
1024,177,9,5,13919745
1025,177,10,5,12994957
1026,178,1,3,19519850
1027,178,2,2,18501800
1028,178,3,4,18781992
1029,178,4,3,19219548
1030,178,5,4,13255135
1031,179,1,5,19727713
1032,179,2,5,14641608
1033,179,3,4,13340222
1034,179,4,5,19694890
1035,179,5,2,19751012
1036,179,6,2,15774664
1037,180,1,1,16304786
1038,180,2,3,15788140
1039,180,3,5,16543858
1040,180,4,4,12900655
1041,180,5,2,16477762
1042,180,6,5,18099430
1043,180,7,4,16261657
1044,180,8,2,16403128
1045,180,9,3,20653480
1046,180,10,1,14864440
1047,181,1,2,19143234
1048,182,1,4,15461403
1049,182,2,2,22014285
1050,182,3,1,19352152
1051,182,4,3,19640177
1052,183,1,1,20635814
1053,183,2,2,12417367
1054,183,3,2,13836396
1055,184,1,1,22269812
1056,184,2,1,19619005
1057,184,3,3,21336168
1058,184,4,5,13072332
1059,184,5,1,16687407
1060,184,6,2,17828431
1061,184,7,4,16883359
1062,184,8,5,17970015
1063,184,9,5,13409940
1064,185,1,2,19575688
1065,185,2,1,20437607
1066,185,3,3,20658588
1067,185,4,5,19439788
1068,185,5,5,20679586
1069,185,6,5,13801681
1070,185,7,5,14806737
1071,185,8,5,13624013
1072,185,9,5,18317515
1073,186,1,1,21574882
1074,186,2,2,21159560
1075,186,3,5,17493079
1076,186,4,1,16385593
1077,186,5,4,20602424
1078,186,6,4,21383114
1079,186,7,2,15073718
1080,186,8,5,16745470
1081,187,1,2,19620597
1082,188,1,5,16237190
1083,188,2,5,12739966
1084,188,3,2,16184495
1085,188,4,2,21195634
1086,188,5,1,13293420
1087,188,6,4,15335910
1088,188,7,5,15944088
1089,188,8,5,13101933
1090,188,9,5,13645623
1091,188,10,3,16105655
1092,189,1,5,20842168
1093,189,2,4,21190983
1094,189,3,3,17822073
1095,190,1,3,17042624
1096,190,2,2,20817016
1097,190,3,2,17926613
1098,190,4,3,19789777
1099,190,5,3,19576716
1100,191,1,1,12843563
1101,191,2,2,13451965
1102,191,3,2,14347470
1103,191,4,4,14636268
1104,191,5,4,20128204
1105,191,6,3,21018661
1106,191,7,5,16459626
1107,191,8,2,12357845
1108,192,1,3,21081336
1109,192,2,4,15155012
1110,192,3,4,21975676
1111,192,4,2,18296444
1112,192,5,4,14458515
1113,192,6,1,20500166
1114,192,7,1,15419230
1115,193,1,4,17204557
1116,193,2,2,16211816
1117,193,3,1,18411918
1118,193,4,5,21370444
1119,193,5,4,15154386
1120,193,6,5,14672565
1121,194,1,4,20738716
1122,194,2,5,13203656
1123,194,3,1,16334339
1124,194,4,1,15463862
1125,194,5,2,14858408
1126,194,6,4,21371817
1127,194,7,2,16482065
1128,194,8,2,17881329
1129,194,9,2,19944533
1130,194,10,2,22197374
1131,195,1,1,17033416
1132,195,2,5,19533882
1133,196,1,2,14237732
1134,196,2,5,16457283
1135,197,1,3,13479371
1136,197,2,2,17173005
1137,197,3,5,17303197
1138,197,4,3,20007320
1139,197,5,1,20969304
1140,197,6,4,21559894
1141,198,1,4,16338836
1142,198,2,3,18195359
1143,198,3,2,21916601
1144,198,4,3,14605447
1145,198,5,1,12473629
1146,198,6,3,17248076
1147,198,7,3,19175660
1148,199,1,2,16083331
1149,200,1,5,14166788
1150,200,2,2,13090763
